"","SN","number.leaves","Learning.Rate","number.iteration","maximum.bin","maximum.depth","acu","precision","recall","fscore","corr","training.error","test.error"
"974",973,21,0.06,120,27,5,0.844401719161583,0.573266365068045,0.617622377622378,0.592994841188554,0.588306516498827,0.0187415098512052,0.207620174030582
"975",974,43,0.06,120,27,6,0.828015620161327,0.57759135089163,0.578181818181818,0.572756119800755,0.572109508873751,0.00674684318148281,0.211373583211761
"976",975,85,0.06,120,27,7,0.835095820718696,0.572086745380034,0.602843822843823,0.585382429207403,0.564323751958243,0.00299853725986574,0.207593421756639
"977",976,171,0.06,120,27,8,0.837401524308573,0.598596014492754,0.528811188811189,0.5574115983245,0.56624055794463,0.00168679797260428,0.20691734366942
"978",977,341,0.06,120,27,9,0.844369535690653,0.615603238308527,0.55948717948718,0.576652867073932,0.582444256332279,0.00131156378030963,0.202386290226657
"979",978,683,0.06,120,27,10,0.832684217905143,0.615078673618016,0.531608391608392,0.559916982001391,0.566232797455928,0.000749590520548812,0.202369478114202
"980",979,21,0.06,120,28,5,0.826002640447742,0.564304511278195,0.626899766899767,0.593298125292153,0.567837603587772,0.0161169854791607,0.210651355875854
"981",980,43,0.06,120,28,6,0.838053936277669,0.587270271821103,0.544149184149184,0.563082753581982,0.576009989651663,0.00562254070883748,0.206144574920447
"982",981,85,0.06,120,28,7,0.834335882497549,0.549839831788098,0.586899766899767,0.564975987135001,0.577206118962905,0.00374865463055138,0.219623349838625
"983",982,171,0.06,120,28,8,0.830271679291925,0.582882842963488,0.516550116550117,0.54695558331597,0.565817802338722,0.00187406323164461,0.209143645630931
"984",983,341,0.06,120,28,9,0.829935730656877,0.597549761139062,0.523263403263403,0.55772156308669,0.563530901212627,0.00112447304037713,0.203148320238799
"985",984,683,0.06,120,28,10,0.822126112726083,0.607839519366979,0.522657342657343,0.553423702081029,0.542674256335529,0.000374883178390989,0.201654101714121
"986",985,21,0.06,120,29,5,0.830694354165612,0.552792501945044,0.575011655011655,0.562418638754152,0.564024600876346,0.0136807718343968,0.219575603439254
"987",986,43,0.06,120,29,6,0.832764328097563,0.583497084164522,0.599160839160839,0.589651093202495,0.572889096894912,0.00599689703709164,0.204657711694968
"988",987,85,0.06,120,29,7,0.828213526289483,0.594788544788545,0.562750582750583,0.573064407526687,0.567256275274385,0.00281179852168091,0.20167368782513
"989",988,171,0.06,120,29,8,0.823473078651149,0.589193368620825,0.538041958041958,0.561782665829156,0.556447015133487,0.00168644662941928,0.20541640029976
"990",989,341,0.06,120,29,9,0.828539392400779,0.60584609847718,0.511142191142191,0.550635533435409,0.562898685511141,0.00168644662941928,0.204596977938726
"991",990,683,0.06,120,29,10,0.828803155860936,0.594010148810371,0.48960372960373,0.531629573050738,0.549090670474648,0.000749941863733808,0.208398637882649
"992",991,21,0.06,120,30,5,0.826028102236171,0.549907984761246,0.596829836829837,0.569660104696601,0.568159588581369,0.0153677456432342,0.218122406468965
"993",992,43,0.06,120,30,6,0.839638442604306,0.599383666511655,0.620932400932401,0.603724879341353,0.583614184210011,0.00674543583305481,0.197905925302944
"994",993,85,0.06,120,30,7,0.833560308958565,0.586831206260287,0.547226107226107,0.559064563805469,0.56975968650858,0.0037477777543549,0.20833800920211
"995",994,171,0.06,120,30,8,0.828051651318978,0.618847247905617,0.528997668997669,0.561461764679454,0.561034493487214,0.00206097912318795,0.203826731006621
"996",995,341,0.06,120,30,9,0.829692321700597,0.599297341696535,0.523076923076923,0.55569497715991,0.557391493247311,0.00131209063044646,0.205402236095017
"997",996,683,0.06,120,30,10,0.831982174107193,0.596780045351474,0.513659673659674,0.548077913522578,0.561933884180533,0.000187441424554827,0.206865478302498
"998",997,21,0.06,120,31,5,0.830972091468619,0.553793950141527,0.608811188811189,0.577808950816022,0.569693206708555,0.0140551232234309,0.218146489820056
"999",998,43,0.06,120,31,6,0.830609535121136,0.577960927960928,0.574965034965035,0.574716948831421,0.580479364344376,0.00580857972418434,0.208409796922291
"1000",999,85,0.06,120,31,7,0.83060734087186,0.589733806639634,0.529137529137529,0.556535541350292,0.574505227998032,0.00299871309609891,0.206886472427925
"1001",1000,171,0.06,120,31,8,0.833187455370107,0.594194561612229,0.565454545454545,0.578233827966448,0.570084842018685,0.00243586230157894,0.200173942318483
"1002",1001,341,0.06,120,31,9,0.84522473946591,0.60569176142243,0.507132867132867,0.544479818378607,0.582443764474331,0.00187353704007045,0.206869387118643
"1003",1002,683,0.06,120,31,10,0.833710392853292,0.600138941518252,0.507785547785548,0.5471313058324,0.55969692641646,0.00056232427366448,0.205427580354542
"1004",1003,21,0.06,120,32,5,0.836531669240403,0.571406802153071,0.618088578088578,0.591745767132764,0.584505966486902,0.01705436646248,0.208356397450107
"1005",1004,43,0.06,120,32,6,0.827019654893159,0.576494032395567,0.605547785547786,0.589272443417688,0.563875704341516,0.00618451627356765,0.206908769492068
"1006",1005,85,0.06,120,32,7,0.83985144668313,0.582646755641475,0.575524475524475,0.566191303618412,0.581274520025398,0.00318580317746874,0.212180522579297
"1007",1006,171,0.06,120,32,8,0.835842072152106,0.613216810540629,0.565874125874126,0.579788285239126,0.580314081848356,0.00243586164301627,0.200189682658768
"1008",1007,341,0.06,120,32,9,0.832920630754235,0.581578385586679,0.56018648018648,0.560925734062942,0.568588748609756,0.00131191512349463,0.213600011264115
"1009",1008,683,0.06,120,32,10,0.840257990207746,0.601516172506739,0.59039627039627,0.592793256574011,0.580826437199946,0.000562324602945815,0.197863937052089
"1010",1009,21,0.06,120,33,5,0.8215654849067,0.525661404153952,0.608438228438228,0.562829528883927,0.551805050035846,0.0159295437253245,0.230884712199751
"1011",1010,43,0.06,120,33,6,0.833507770983757,0.571933558098407,0.599160839160839,0.583324720007013,0.573122986264532,0.00505951572449102,0.209879827020175
"1012",1011,85,0.06,120,33,7,0.82725791293251,0.559782928031842,0.5197668997669,0.535500089695158,0.559036217390375,0.00374830197024104,0.221883360085607
"1013",1012,171,0.06,120,33,8,0.835802673263882,0.629992352191391,0.550582750582751,0.584137898996986,0.579068757017592,0.00224877057380243,0.193396412379263
"1014",1013,341,0.06,120,33,9,0.833171663894288,0.582400515409777,0.537995337995338,0.554992107407184,0.562682689763102,0.000936856108870472,0.209906789445524
"1015",1014,683,0.06,120,33,10,0.839990015074986,0.611792996690509,0.544568764568765,0.569468286967862,0.563089041624766,0.000749239177363815,0.202408713381643
"1016",1015,21,0.06,120,34,5,0.828896858687017,0.558290266990909,0.565780885780886,0.561212724484771,0.569044673978182,0.0163042500796383,0.216669209498675
"1017",1016,43,0.06,120,34,6,0.840292372520834,0.599712258645566,0.627086247086247,0.609926086962172,0.588301278749474,0.00543457440983384,0.196351729567084
"1018",1017,85,0.06,120,34,7,0.825731428481539,0.594556287931713,0.55962703962704,0.574168247944339,0.56259619446091,0.00337359561592722,0.204630896375603
"1019",1018,171,0.06,120,34,8,0.826865676234673,0.594525801311516,0.501724941724942,0.535010821794985,0.557871971413924,0.00224894608075426,0.211376756497987
"1020",1019,341,0.06,120,34,9,0.83305209280974,0.652610864312992,0.501491841491841,0.562032620151882,0.576745991305703,0.00149953139643861,0.189653910056039
"1021",1020,683,0.06,120,34,10,0.831020656600677,0.565590414392145,0.55962703962704,0.559189843487766,0.553049884980466,0.000749415013596981,0.214414768263943
"1022",1021,21,0.06,120,35,5,0.832734538666266,0.553118886328189,0.608857808857809,0.576009837352445,0.579128425155035,0.0146163980774791,0.218921990537302
"1023",1022,43,0.06,120,35,6,0.824574749093738,0.558101107226107,0.51972027972028,0.535094875250132,0.55462411115142,0.00524713298527901,0.220425770950939
"1024",1023,85,0.06,120,35,7,0.836239955798106,0.620536168132942,0.541631701631702,0.561828321986939,0.569715238270476,0.00337289457596391,0.206901582313994
"1025",1024,171,0.06,120,35,8,0.836400146329214,0.592030937619098,0.537668997668998,0.560694335288072,0.572213332889428,0.00206168180955794,0.203933340814723
"1026",1025,341,0.06,120,35,9,0.828633990838808,0.579419083422843,0.501351981351981,0.526944459054925,0.558258750875371,0.00112447336965846,0.217375990706264
"1027",1026,683,0.06,120,35,10,0.831277217273966,0.58855047380629,0.577762237762238,0.581772567328082,0.56030337054069,0.000749765698219306,0.203860775534341
"1028",1027,21,0.06,120,36,5,0.83456716280124,0.569915827967674,0.562610722610723,0.562114929991582,0.582832045368786,0.0155548301268213,0.214392723381487
"1029",1028,43,0.06,120,36,6,0.823475665591818,0.554397870551975,0.568811188811189,0.550203677998618,0.549362533848126,0.00599672317654649,0.221188872735251
"1030",1029,85,0.06,120,36,7,0.842531501140929,0.598368549457134,0.526293706293706,0.555395987313353,0.587980500813465,0.00318580317746874,0.204644766368378
"1031",1030,171,0.06,120,36,8,0.825934431560263,0.594863229953825,0.547132867132867,0.569584036008764,0.557658288147168,0.00224929907034593,0.201711367972169
"1032",1031,341,0.06,120,36,9,0.83536408635123,0.606221655019134,0.529044289044289,0.558724845352752,0.566032220203761,0.00112447336965846,0.203901250695076
"1033",1032,683,0.06,120,36,10,0.829509240246642,0.580220510706987,0.541445221445221,0.556249182963004,0.552351772772583,0.000562324602945815,0.211338656048136
"1034",1033,21,0.06,120,37,5,0.838588407635253,0.585929379262713,0.641911421911422,0.607198778233261,0.591099869937581,0.0146185058073077,0.203904045708771
"1035",1034,43,0.06,120,37,6,0.83498417924456,0.576401473977901,0.562843822843823,0.562494912494912,0.570362163816595,0.00562184032743683,0.212093372791361
"1036",1035,85,0.06,120,37,7,0.829352689574354,0.58114626223405,0.584149184149184,0.577067081378665,0.562917742584024,0.00393556788784404,0.209146461659767
"1037",1036,171,0.06,120,37,8,0.831574551255355,0.611725418912504,0.571468531468531,0.587360257956693,0.569800975786372,0.00281109682315492,0.19637526652452
"1038",1037,341,0.06,120,37,9,0.832770031308527,0.602479223674876,0.538135198135198,0.566206929746753,0.56375102103451,0.000936329588014981,0.200886544720009
"1039",1038,683,0.06,120,37,10,0.830746541933183,0.600821106659616,0.547599067599068,0.570674156239099,0.565079181182675,0.000187441424554827,0.200125061101521
"1040",1039,21,0.06,120,38,5,0.834977277291449,0.582052671007895,0.59948717948718,0.589133761861035,0.578110669888895,0.0163068912452305,0.206811805633487
"1041",1040,43,0.06,120,38,6,0.836430336489447,0.580442902805744,0.559440559440559,0.568042445960703,0.582269141043535,0.00543474827037899,0.208391765931683
"1042",1041,85,0.06,120,38,7,0.83617875564824,0.564518958441709,0.58037296037296,0.567379878361577,0.580366243205223,0.00281127134226274,0.214430319467964
"1043",1042,171,0.06,120,38,8,0.826490091029769,0.607820952213667,0.575104895104895,0.588270099121002,0.568098791435612,0.00187371287630362,0.197142802503492
"1044",1043,341,0.06,120,38,9,0.83162156858625,0.607332499037351,0.501491841491841,0.547231373195706,0.561265336259319,0.000937207122774133,0.202387992453043
"1045",1044,683,0.06,120,38,10,0.830428179442514,0.600729474982382,0.522517482517483,0.555451243135773,0.561932807286616,0.000562324602945815,0.203138317031889
"1046",1045,21,0.06,120,39,5,0.834140828548986,0.541596071675474,0.59016317016317,0.558605503352209,0.568830143259017,0.0164916924920372,0.226339809779354
"1047",1046,43,0.06,120,39,6,0.843358255458152,0.592129189894201,0.580979020979021,0.583938960145061,0.58882947836841,0.00599689703709164,0.201675537157501
"1048",1047,85,0.06,120,39,7,0.841604096115697,0.608845346672075,0.596643356643357,0.584910588249003,0.582398915751661,0.00374777544938555,0.200901129227563
"1049",1048,171,0.06,120,39,8,0.828296236052997,0.592069046317269,0.556783216783217,0.573761520737327,0.557636291696636,0.00131191545277596,0.202356637863315
"1050",1049,341,0.06,120,39,9,0.830862850923439,0.603569306141381,0.566107226107226,0.58119463944585,0.566083522513303,0.00131173895798013,0.197903151304389
"1051",1050,683,0.06,120,39,10,0.83793779952048,0.616523846537063,0.501538461538462,0.546674199214181,0.58087079218489,0.000562148766712649,0.198640929844316
"1052",1051,21,0.06,120,40,5,0.830721405091141,0.556360499726666,0.565547785547786,0.560206067687353,0.563955564826595,0.0146172818685836,0.218213444057906
"1053",1052,43,0.06,120,40,6,0.840553704050084,0.582475296442688,0.602564102564103,0.591722141100829,0.583347401835861,0.00543492608230017,0.203143822998718
"1054",1053,85,0.06,120,40,7,0.828824271634971,0.587207613803359,0.55967365967366,0.566118755932849,0.569689147184629,0.00262365342291208,0.207625806088254
"1055",1054,171,0.06,120,40,8,0.835058017856895,0.600960599142106,0.522937062937063,0.555178716619011,0.566662033162742,0.00206115397157711,0.203912556840701
"1056",1055,341,0.06,120,40,9,0.829730401283527,0.609934466034665,0.556550116550117,0.561118444556716,0.561522141559681,0.00131173928726146,0.203141070015303
"1057",1056,683,0.06,120,40,10,0.833647292398585,0.583099469829021,0.531841491841492,0.552448039924302,0.556354475620324,0.000374707342157823,0.211414352584463
"1058",1057,21,0.06,130,25,5,0.829385021165722,0.566539978018851,0.574545454545455,0.565484565527502,0.5658999346564,0.0123692034441484,0.214420883669849
"1059",1058,43,0.06,130,25,6,0.823957736761047,0.549366452879384,0.578181818181818,0.559811995113972,0.565867702584964,0.00412265961562055,0.222630847620477
"1060",1059,85,0.06,130,25,7,0.837646868016308,0.589642859749644,0.544195804195804,0.562006383447061,0.573731391744471,0.00262382991770792,0.208353686496974
"1061",1060,171,0.06,130,25,8,0.837498933590259,0.644401619885491,0.531981351981352,0.58052814517104,0.577704763213531,0.00131173928726146,0.186647547091778
"1062",1061,341,0.06,130,25,9,0.824368962728649,0.619307040896424,0.525874125874126,0.565788843507656,0.560693811290846,0.000749590191267476,0.197882346315226
"1063",1062,683,0.06,130,25,10,0.835335952653819,0.613566507684155,0.522937062937063,0.557186957710647,0.571331021827514,0.000187441424554827,0.20166811881288
"1064",1063,21,0.06,130,26,5,0.838898989784168,0.575699808542946,0.62969696969697,0.597527564269347,0.5888483910546,0.0114318208144225,0.205392695221199
"1065",1064,43,0.06,130,26,6,0.832826307889113,0.583385576735683,0.550675990675991,0.565444244156702,0.579906878685299,0.00487260147935435,0.206889204396199
"1066",1065,85,0.06,130,26,7,0.833682808005255,0.561269590313069,0.565314685314685,0.562103436757563,0.569932704754438,0.00243656301226092,0.214392723381487
"1067",1066,171,0.06,130,26,8,0.832591880313175,0.610443781224916,0.55020979020979,0.572646042046156,0.565220593210691,0.0022487712323651,0.199406826642323
"1068",1067,341,0.06,130,26,9,0.840965614357073,0.613605475040258,0.507925407925408,0.552204420111321,0.573800295564676,0.000749415013596981,0.200134665020761
"1069",1068,683,0.06,130,26,10,0.842253511229424,0.649859943977591,0.535337995337995,0.586737739936774,0.580082142909745,0.000375058685342819,0.185112748330662
"1070",1069,21,0.06,130,27,5,0.84317515448445,0.590932761662312,0.612027972027972,0.592087276771123,0.59280324189527,0.010680829201791,0.203180431373587
"1071",1070,43,0.06,130,27,6,0.841980198019802,0.601182637491551,0.565827505827506,0.579412702991939,0.588423296748789,0.00468656674466485,0.199360341151386
"1072",1071,85,0.06,130,27,7,0.828312342141218,0.593543852893039,0.538181818181818,0.561126232571338,0.563693250104961,0.00224841955989877,0.206133310805103
"1073",1072,171,0.06,130,27,8,0.830423285726965,0.600175003442281,0.566013986013986,0.578524556621457,0.557871929306235,0.000937207452055469,0.199362001347491
"1074",1073,341,0.06,130,27,9,0.829854937273291,0.61705495818399,0.504382284382284,0.553929193177343,0.556535002494859,0.000374882849109653,0.198649398945965
"1075",1074,683,0.06,130,27,10,0.831124188193791,0.600246013022008,0.517109557109557,0.543738995839959,0.550776657125116,0.000561973259760819,0.20909699201887
"1076",1075,21,0.06,130,28,5,0.832327852762314,0.580678010209721,0.611468531468532,0.593091243059164,0.573782819883782,0.0119925691476152,0.204661641526254
"1077",1076,43,0.06,130,28,6,0.819816189426061,0.571825634432947,0.540745920745921,0.553775957633853,0.554672637448067,0.00562201583438866,0.2114201737784
"1078",1077,85,0.06,130,28,7,0.837862225947049,0.614023195972942,0.554032634032634,0.580971891646871,0.5806212136656,0.00187388805397411,0.194132530723085
"1079",1078,171,0.06,130,28,8,0.829361170330581,0.603192539715451,0.513566433566434,0.553506655498884,0.556817795122521,0.00149918071181629,0.20388735968716
"1080",1079,341,0.06,130,28,9,0.831012403192099,0.622047511583997,0.540652680652681,0.56861615118581,0.563242993997755,0.000749590191267476,0.196427552194254
"1081",1080,683,0.06,130,28,10,0.827245034491968,0.599501816390333,0.507878787878788,0.541037137829195,0.556291642254488,0.000374707342157823,0.209933226492359
"1082",1081,21,0.06,130,29,5,0.832547993031221,0.576625365259437,0.599487179487179,0.582890615818799,0.570595484253182,0.0114342838388121,0.20616540092475
"1083",1082,43,0.06,130,29,6,0.831020767978061,0.570030024319606,0.562657342657343,0.562824845925522,0.564837420918305,0.00505916405202469,0.213608375290061
"1084",1083,85,0.06,130,29,7,0.831350600042783,0.612403905386361,0.563170163170163,0.580412501769088,0.56096190456883,0.00243603649140542,0.197150178817831
"1085",1084,171,0.06,130,29,8,0.84495386737296,0.643705626591807,0.583916083916084,0.610808512238371,0.589225109985536,0.00149918137037896,0.182196162046908
"1086",1085,341,0.06,130,29,9,0.827203267973181,0.618388565457531,0.526013986013986,0.564703824937132,0.560419229538402,0.000749415013596981,0.197908720316639
"1087",1086,683,0.06,130,29,10,0.834953177292471,0.638526565565449,0.491981351981352,0.532659184979731,0.552861177290709,0.000187441424554827,0.200941646418579
"1088",1087,21,0.06,130,30,5,0.823735856938162,0.571566173434947,0.584009324009324,0.572842597517922,0.564179829317176,0.0106820587382978,0.211434190877159
"1089",1088,43,0.06,130,30,6,0.832334370061576,0.578857181017242,0.568904428904429,0.570293122266686,0.562930449722234,0.00468463254610003,0.206911690596607
"1090",1089,85,0.06,130,30,7,0.835843007951771,0.578179966519938,0.575151515151515,0.574377547386379,0.569231197212343,0.00243638750530909,0.209171805919293
"1091",1090,171,0.06,130,30,8,0.832934789460576,0.592285511379649,0.504335664335664,0.542071105476383,0.564093158426074,0.00131173928726146,0.208356355419826
"1092",1091,341,0.06,130,30,9,0.835501810801057,0.641008251774773,0.528764568764569,0.567379984802978,0.572554928809622,0.000936505094966812,0.19489834346053
"1093",1092,683,0.06,130,30,10,0.824269556691605,0.620289411277783,0.477389277389277,0.536802826716462,0.547571804558307,0.000187441424554827,0.200121089239954
"1094",1093,21,0.06,130,31,5,0.830659326552632,0.553852452182189,0.601864801864802,0.574138596080723,0.576858184372035,0.0112468427435386,0.216641112255736
"1095",1094,43,0.06,130,31,6,0.8395953441498,0.559037437736367,0.577855477855478,0.560494434783685,0.584188363941917,0.0054345740805525,0.220380924640967
"1096",1095,85,0.06,130,31,7,0.835424726169517,0.581724841938883,0.581165501165501,0.579431999550861,0.574355063901552,0.00243673983633809,0.205346083639419
"1097",1096,171,0.06,130,31,8,0.835823814298766,0.571887995917847,0.557296037296037,0.554627442572648,0.568700010338134,0.000937031615822303,0.215897554552153
"1098",1097,341,0.06,130,31,9,0.829971078623362,0.621529581529582,0.516689976689977,0.562055540335047,0.568078411031459,0.000562149095993985,0.198688823349671
"1099",1098,683,0.06,130,31,10,0.836380744848308,0.617515803908416,0.523263403263403,0.563100613000147,0.569833742805188,0.000374707342157823,0.197887978372899
"1100",1099,21,0.06,130,32,5,0.830613677900511,0.559686790289507,0.593379953379953,0.573675961369385,0.569475504856922,0.0123692083833685,0.21436025498931
"1101",1100,43,0.06,130,32,6,0.833625756375867,0.582882092389834,0.544055944055944,0.560625796209656,0.567055813351575,0.00524695714904584,0.209119646340402
"1102",1101,85,0.06,130,32,7,0.826316413501281,0.567457479839351,0.562703962703963,0.563153609327924,0.546092384814825,0.00224859572541327,0.215176819291227
"1103",1102,171,0.06,130,32,8,0.83336384040241,0.559864345604975,0.526153846153846,0.538433145705392,0.562533649967899,0.0013115634510283,0.220349927308629
"1104",1103,341,0.06,130,32,9,0.845241285322562,0.622704957228628,0.556456876456876,0.587600154858691,0.583781933716766,0.000374531835205993,0.191181185396831
"1105",1104,683,0.06,130,32,10,0.83929385361039,0.641286019383136,0.51995337995338,0.559056680250178,0.574388858477408,0.000187617260787992,0.193425581394371
"1106",1105,21,0.06,130,33,5,0.840613654936102,0.605823995472552,0.617715617715618,0.60986368709155,0.585642011884801,0.0106817041022995,0.192647348708851
"1107",1106,43,0.06,130,33,6,0.830363125864825,0.591181403197453,0.587086247086247,0.584163899007356,0.571841600576185,0.00506074723668585,0.20316462798788
"1108",1107,85,0.06,130,33,7,0.828890244937238,0.599669691039554,0.534452214452214,0.557807215341777,0.568778545202429,0.00243656367082359,0.202428530659199
"1109",1108,171,0.06,130,33,8,0.826446580364121,0.644132953002816,0.507459207459207,0.560936820778178,0.557946917629315,0.00131191446493196,0.191895469009603
"1110",1109,341,0.06,130,33,9,0.84075481830617,0.6373793050245,0.578135198135198,0.603024999888722,0.577484182026314,0.000749590191267476,0.185124033461147
"1111",1110,683,0.06,130,33,10,0.829465625092934,0.595677055483411,0.52009324009324,0.55332601129499,0.56072641706328,0.000187617260787992,0.205424743310566
"1112",1111,21,0.06,130,34,5,0.833033234437106,0.569469582895223,0.593240093240093,0.579457108682557,0.581578719325684,0.0119937940741833,0.210658669144772
"1113",1112,43,0.06,130,34,6,0.83412201725339,0.540881014593221,0.563076923076923,0.546165604245389,0.568522429598539,0.00431150641291536,0.228637458143094
"1114",1113,85,0.06,130,34,7,0.836659517846159,0.587427351120482,0.538275058275058,0.557265803591613,0.574160066081694,0.00243638849315309,0.208378778574812
"1115",1114,171,0.06,130,34,8,0.835289649516042,0.624381362871929,0.559393939393939,0.588976851624703,0.573953468399939,0.00187476723513994,0.191151385927505
"1116",1115,341,0.06,130,34,9,0.829197449021596,0.599447218965355,0.525687645687646,0.555730727487892,0.563924773151587,0.000374531835205993,0.206064318098617
"1117",1116,683,0.06,130,34,10,0.830196281396222,0.64226519202129,0.495897435897436,0.552281687472039,0.565401307104411,0,0.194884557528317
"1118",1117,21,0.06,130,35,5,0.829184771519632,0.566289316641989,0.587226107226107,0.57556776101009,0.567781413794211,0.0121807129292586,0.212879065851784
"1119",1118,43,0.06,130,35,6,0.831604523253703,0.599792291354323,0.568811188811189,0.583039897550473,0.565594086407826,0.00468533589103269,0.198694287286218
"1120",1119,85,0.06,130,35,7,0.834740335112731,0.606091084306745,0.550629370629371,0.570719549115653,0.57194754886033,0.00262365342291208,0.20166145701332
"1121",1120,171,0.06,130,35,8,0.833194244797614,0.606254290209514,0.529184149184149,0.563880325668701,0.569731606017266,0.00187423873859644,0.199411449973248
"1122",1121,341,0.06,130,35,9,0.842587057787294,0.593710530972028,0.571841491841492,0.576449545054415,0.576211169522413,0.000749590191267476,0.203900199938047
"1123",1122,683,0.06,130,35,10,0.821235779146227,0.602054806153167,0.495337995337995,0.542619737230037,0.544862399183492,0.000187265917602996,0.203141154075865
"1124",1123,21,0.06,130,36,5,0.841532522942306,0.568113869198207,0.617715617715618,0.589996729808424,0.581216033394252,0.0129308345806016,0.209151610369207
"1125",1124,43,0.06,130,36,6,0.839218374191036,0.572567756061958,0.547832167832168,0.552715874167441,0.578949603150535,0.00393574339479587,0.213646475739912
"1126",1125,85,0.06,130,36,7,0.831155441606158,0.585188353539156,0.568764568764569,0.575632503056932,0.560742543307669,0.00243656301226092,0.205392695221199
"1127",1126,171,0.06,130,36,8,0.828125319994686,0.600838618745596,0.528764568764569,0.552478694616099,0.55918359434712,0.00149882969791263,0.2076437530183
"1128",1127,341,0.06,130,36,9,0.832643760357666,0.613687370600414,0.531981351981352,0.565870120914322,0.568088418110592,0.000562148766712649,0.199428346146265
"1129",1128,683,0.06,130,36,10,0.837270609954222,0.617157894736842,0.514079254079254,0.556509647832042,0.572268290855783,0.000374707342157823,0.200142062350241
"1130",1129,21,0.06,130,37,5,0.842803731578669,0.583569789361528,0.614312354312354,0.586972211210347,0.588287930560676,0.0134906961591578,0.208359297539505
"1131",1130,43,0.06,130,37,6,0.826579987505065,0.568734130712147,0.538694638694639,0.544701236832384,0.561201358453668,0.00393574471192121,0.219696314406677
"1132",1131,85,0.06,130,37,7,0.825988341658506,0.576820165381393,0.538368298368298,0.556099410938833,0.550570676919269,0.00243656367082359,0.209871357918526
"1133",1132,171,0.06,130,37,8,0.816554385633741,0.630579273111296,0.507505827505828,0.544841477473056,0.552335799458973,0.00168644695870062,0.206114754435981
"1134",1133,341,0.06,130,37,9,0.822035154146873,0.597487080649531,0.483449883449883,0.529955593592718,0.552209828421147,0.000374883178390989,0.206134550698396
"1135",1134,683,0.06,130,37,10,0.836678972145205,0.640050600885515,0.461911421911422,0.527522988505747,0.573223504900225,0.000187441424554827,0.200916302159054
"1136",1135,21,0.06,130,38,5,0.832511221271381,0.58536283656219,0.611888111888112,0.597807159475436,0.578702179236115,0.0129315323277516,0.202403312490517
"1137",1136,43,0.06,130,38,6,0.83486147236997,0.58456820956821,0.556596736596737,0.562489823760412,0.567694647285779,0.00487330153147366,0.208417110191208
"1138",1137,85,0.06,130,38,7,0.844809823117788,0.627485994397759,0.584009324009324,0.603818536281948,0.589251948179703,0.00281162268544774,0.188154017443407
"1139",1138,171,0.06,130,38,8,0.826262787013489,0.611755468811921,0.531701631701632,0.563164483576661,0.568570100765857,0.000937031945103638,0.200136430292569
"1140",1139,341,0.06,130,38,9,0.836506381981482,0.642330462239541,0.501491841491841,0.561753027633245,0.573295604423216,0.000562148766712649,0.191933065096079
"1141",1140,683,0.06,130,38,10,0.834306174589904,0.596522216050318,0.491655011655012,0.533211027857799,0.555160624284684,0,0.207713985618078
"1142",1141,21,0.06,130,39,5,0.83915530244184,0.573634481905212,0.58974358974359,0.572142926891906,0.577730726428438,0.0114311187866151,0.215138971023063
"1143",1142,43,0.06,130,39,6,0.834624043345781,0.586655541703595,0.562890442890443,0.570739310333891,0.573249623838208,0.00430974969699038,0.207663402174731
"1144",1143,85,0.06,130,39,7,0.823627143426168,0.571325325868428,0.574965034965035,0.57205506563369,0.564180829344309,0.00281144586137057,0.210658669144772
"1145",1144,171,0.06,130,39,8,0.839684351902469,0.625238198510808,0.522843822843823,0.565510574229576,0.579074963265327,0.000937207452055469,0.195695258606015
"1146",1145,341,0.06,130,39,9,0.836493203855403,0.595183407903275,0.55034965034965,0.569108546488013,0.571416559057113,0.000374883178390989,0.202401526203569
"1147",1146,683,0.06,130,39,10,0.837923430689797,0.598236863711002,0.483822843822844,0.52944102393225,0.557454033739411,0.000187265917602996,0.203884459597762
"1148",1147,21,0.06,130,40,5,0.837267752033527,0.578694307109608,0.599533799533799,0.585548224399211,0.585064226006833,0.0118088150154554,0.207638268066611
"1149",1148,43,0.06,130,40,6,0.819714243525386,0.555737801083441,0.569324009324009,0.553852183902492,0.553030252693982,0.00356051051962656,0.221130009326519
"1150",1149,85,0.06,130,40,7,0.830885050617576,0.606228488114765,0.501258741258741,0.543752813166193,0.558057020961,0.00337289457596391,0.201711367972169
"1151",1150,171,0.06,130,40,8,0.834451631156227,0.613874724309507,0.522983682983683,0.559166730111178,0.574039679150163,0.00112482471284346,0.198641034920018
"1152",1151,341,0.06,130,40,9,0.82857401469194,0.620318729003359,0.535431235431235,0.572396120026042,0.553998866273817,0.000187617260787992,0.194110065537817
"1153",1152,683,0.06,130,40,10,0.837010900860465,0.610418226296972,0.523356643356643,0.559388727314424,0.567656111755212,0.000375058685342819,0.202425735645503
"1154",1153,21,0.07,80,25,5,0.835835399843084,0.578525304368584,0.617995337995338,0.592468526156246,0.583845574400736,0.0283006823558818,0.209178530764274
"1155",1154,43,0.07,80,25,6,0.84062126534123,0.5922789963443,0.615151515151515,0.601972754904315,0.583437336542263,0.0112436773620603,0.199383289684886
"1156",1155,85,0.07,80,25,7,0.826355766460687,0.581884161036703,0.578648018648019,0.577577437251852,0.572181319750935,0.00581033545226531,0.204610995037485
"1157",1156,171,0.07,80,25,8,0.83110177378243,0.620869191002585,0.507459207459207,0.557822429030432,0.574291063731761,0.00374847879431821,0.197145660562609
